text1	text2	label
i just picked her up and took her along this line ... ... till we got to lubbock , texas .	i grabbed her and took her on this line until we got into lubbock in texas .	1
you 're the one ... that 's gon na make sure that he did n't die for nothing .	very good .	0
i 'll be over here if you need anything or you just feel like talking .	i 'll come by , if you do n't need something or you want to talk .	1
i 've toasted pine nuts at the mouth of an active volcano .	they looked at baker curiously , and continued on .	0
oh , christ . why is this happening to me ?	what was sean like ?	0
all them shy women that you meet , they never from the town you meet them in .	all those shy things you know , they 're never from the town where you met them .	1
i depend on you !	is your hat yours , too ? he asked .	0
not a drop , sir , in battle .	i need some dna .	0
no , let me go !	what , are you trying for a guineas record in caffeine consumption ?	0
on your right	long time no see , general .	0
there was none included .	come on , calm down .	0
i am daenerys stormborn ... of house targaryen ... of the blood of old valyria .	`` you do n't kill '' seems pretty obvious .	0
i look forward to it , sir .	she looked at him awkwardly .	0
you know what i did to fucking get back to you ?	can i have another one ?	0
but who is he ? - a good question .	she fell directly to her feet .	0
do n't go , yi gwak .	for every cop and con artist i 've met .	0
who arranged it ?	who prepared it ?	1
baenre had agreed with mez'barris 's offer , knowing that she , too , would be vulnerable if all did not go well in mithril hall .	what a little crack !	0
you 're from moscow , yes ?	what 's going on ?	0
victory sip .	a victory toast .	1
please stay , scarpa , by all means .	but i thought i was going to go up there and walk a bit , because there will be those begmy people at dinner. ``	0
we landed on the ground morning .	we 'll land in the morning .	1
it could only be ‘ brown ’ , and how to explain that to krakovitch ?	yes , i am .	0
good .	he was ours .	0
i know you 're worried about	`` i know you 're worried about me , ''	1
ana what are you doing , ana ?	what are you doing , anna ?	1
tell me , are you using a polymer-based neuro-rely - - to transmit organic nerve impulses to my positronic net ?	in this case , the transmission shall take place within 10 days of the date of the conciliation of this new date .	0
i know i carried out his wishes , but ... would it have been so bad if he had stuck around a little longer ?	i knew i had done his best , but would it be so bad if he stayed here for a while ?	1
cos the cans are much heavier , innit ?	the captain cracked his knuckles , one at a time .	0
maybe i picked 'em a little too soon .	i may have picked them too soon .	1
would you like a formal invitation ?	or do you want an official request ?	1
i wore it every year !	any record of the fae ?	0
i 'm sorry to intervene , mr. aldridge , but we kind of have a no work rule in effect right now .	do n't confuse the love of art. ``	0
close my -- you ca n't make that ball go in that hole .	robbie shapiro .	0
'it 's the king 's highway , so it 's not breaking any laws if it wants to follow along , i guess . '	`` it 's on the king 's way , so if he wants to come to us , i do n't think he 's breaking any laws . ''	1
the forest looked quite interesting and probably held elves or gnomes , perhaps both .	the forest seemed quite interesting , and he could live in it for dwarves and goblins , or maybe even both .	1
so i came to you and said , `` what do i need to do to make the squad ? ''	`` thanks , mike , i 'll have it through my head .	0
he shook his mane in a gesture of mild reproof .	cavrisom shook the mane in a gesture that was meant to be blunt .	1
it doesn make any sense .	it does n't make sense .	1
know you that israel two flights contend has bombarded , syria and lebanon .	do you know that israel bombed two prison camps in syria and lebanon ?	1
an innocent desk clerk and a maid lost their lives ... because you were sloppy .	we better clean up before mommy gets back .	0
so i 'm gon na get my job back now , right ?	the fact that anyone who 's tried to stop with something always has an old relative as an example , why do n't stop .	0
from what i understand lieber is regaining his memory and the second he remembers what he did , he could run .	from what i know , lieber returns his memory ... .. .and as soon as he remembers what he did , he could run away .	1
i 've seen good people slaughtered in the name of what is supposedly `` right '' .	he sells drugs , weapons , and influential contacts to very unpleasant people .	0
too thank you for your cooperation , well spare your life .	it 's a joke .	0
100 bucks plus geometry , and you have to convince my daddy to let me have a tattoo .	100 bucks plus geometry and you can talk daddy into giving me a tattoo .	1
that looks new .	look at his outfit !	0
kubrick ... i 'm not even sure he 's human .	kubrik , i 'm not even sure he 's human .	1
i appreciate it , truly . i , um ... .	i really appreciate it .	1
attorney for nick bianco ? - yep .	nick bianca 's lawyer ?	1
you and he are brothers .	my seventh report .	0
i think i could repair this if ...	i think it would fix it if ...	1
`` birds and wolves will likely care for both of us before all is done , '' she said .	`` before all this is over , the wolves and vultures will probably take care of us , '' she said .	1
to go home ?	perhaps he was mired in the throne ?	0
this whole thing was his idea !	vimes stared at william 's notebook .	0
most of the ironborn have fled the north .	a great network .	0
see , if his heart had still been beating when his wrists were slit , that tub would be a deeper red .	generation : promoting the struggle with youth unemployment	0
he 's got the fbi agent with him .	you 'd only break it .	0
tynian dipped his fingers into the bag , took out a generous pinch and sifted it over his lamb .	tynian dipped his fingers into the pouch , took a pinch of salt and sprinkled it over his portion .	1
is n't this fun ? i 'm still learning from you .	and the funny thing is , i 'm still learning from you .	1
having concealed himself , he tapped the map , murmured , `` i solemnly swear that i am up to no good , '' and scanned it carefully .	he hid and tapped on the map with the words `` i swear i 'm ready for every bad thing , '' and examined him carefully .	1
baciu ioan personal data have been collected , processed and published in accordance with the provisions of regulation ( ec ) no 45/2001 .	bizon scowled at him .	0
that is not the case for hsh .	we just do n't see it .	0
five minutes at her strong hands parted him from all ambitions but two .	five minutes later her strong hands had massaged all of her desires - except for two .	1
do n't worry about us .	no worries .	1
my wife is , er , elsewhere , though . '	i confess it 's not a complete science , but ...	0
mindy , this is the longest you 've ever gone without speaking .	mindy , this is the longest time you 've ever wo n't talk .	1
much of the skin had come off with the glove .	he and his glove removed most of the skin .	1
you guys just need to be yourselves .	you have to be yourself .	1
at the right time , david would arrive .	for volatile test substances , it is appropriate to use the measured or calculated henry constant to determine the appropriate ratio between the gaseous and liquid phases .	0
`` all this still does n't solve our problem , gentlemen , ' bevier said .	'this is not our problem , gentlemen , 'bevier said .	1
nobody said anything about breaking in .	given this development , the current cd session is crucial to its future .	0
it 's time that you start showing me some respect .	it 's time you showed me some respect .	1
# my body -	( oj l 78 , p .	0
yet i was too proud to tell her .	but i was proud and did n't tell her .	1
what 'll we do with it ?	what do we do about it ?	1
kindly remember that this is versailles .	i remind you that this is versailles .	1
leaving the convicts behind on the island , they sailed across the tasman sea to australia . ''	they left the convicts on the island and swam across the tasman sea to australia. ``	1
i will escape to them while dying .	now ... she 's taking me to a whole new field .	0
scale : grow/shrink image under cursor	scale : increase / shrink image below cursor	1
the character he 's basing on you .	a character inspired by you .	1
such an act would be most uncomfortable for both of us !	otherwise i would have died .	0
oh , please , the story 's already written .	they might find a connection to the accomplice .	0
she made a choice not to take candy from a stranger . no , thank you .	she decided not to take candy from a stranger .	1
mm , the forged signature , to argue unjust enrichment , that was clever .	15 people have confirmed this .	0
i mean look what 's happened since they found it .	he never took care of me .	0
tea - selection of pickwick tea	tea pickwick from our menu	1
i think that 's him . hey !	that 's him .	1
is my kidney ... still working ?	that 's one , two , three ...	0
okay , did -- what , did the guy tell you ?	okay , did the guy tell you ?	1
fishing technique :	fishing gear :	1
saying grace director : come on , brandon , give her a real kiss , man !	come on , brandon , give her a big kiss .	1
you ca n't stay in one place .	well , before we do anything , we 'll have to cut you a microchip .	0
he could have gone last night .	he could have gone yesterday .	1
you know how some guys are really good at picking up girls at bars ?	some of the black holes may be broken by the core of very large stars ... ... with its gravitas so strong it ca n't escape the light .	0
the victim was a woman . terrible crime !	then do it !	0
lumpy : singing like a seal .	her brother is a politician .	0
uh , she 's just a girl .	this is set up by the hair that doc found at our victims .	0
whatever got silicon valley going , its advantages in attracting quality labor and venture capital multiplied as the region grew .	whatever moves silicon valley forward , its benefits in attracting highly skilled labor and venture capital are eventually recognized in the development and growth of the entire region .	1
i 'd like to apologize right here and now ... for whatever it is i did .	no , just think .	0
`` i wish it was me you come for , '' one of the others muttered .	`` i wish you 'd come for me , '' one of the patients said .	1
he made a phone call to a rebirth boxing gym in the ninth ward at 6:00 p.m. the night before his death .	( b ) the name to which the applications should be sent .	0
perfect . childress :	probably some rotting curse , and i 'd like you to fix this .	0
she said , '' i hope you choke on your own bile ... ... you pretentious , conniving snake. ``	okay , that 's enough .	0
the latter had an administrative authorisation to provide to the public , for consideration , gaming and entertainment machines in restaurants and amusement arcades owned by him .	the latter had administrative permission to operate to pay the prize slot machines and entertainment equipment in the cafes and games he owned .	1
i do n't think she did .	i do n't see you working with butter and cream , and yet you 're so skinny .	0
only one of the fusion generators is operational , so we do n't have power for things like replicators .	there is only one of the fusion generators in operation and we do n't have an enegic on devices such as replicators .	1
come on , stand with me .	one ball at a time , peter .	0
whistler : michael ... ... if you do n't give me that gun , i 'm gon na shoot you in the head .	michael , if you do n't give me your gun , i 'll have to cut your head .	1
l- i was n't asking .	consultations with interested parties have already taken place on the subject , but the government has not yet commented on these proposals .	0
oh , i thought she turned you down .	i 'm dr. gonzo .	0
'but by your own wish , dear sue , we are only to be friends , not lovers !	`` by your own wish , however , we must only be friends , not lovers .	1
so , salmon , huh ? yum .	it 's a salmon , huh ?	1
can you tell if the same artist did these ?	i 'm not very good at this .	0
otherwise , this wonderful casino will close permanently very quickly .	otherwise , your beautiful casino can become very fast , and it 's closed .	1
even when they let me go to prague , there is no way back ...	once i 'm in prague , there 's no going back ...	1
this is south ridgewood . you want 1053 north ridgewood .	you 're looking for 1053 north ridgewood !	1
i lay down along by the tarpaulin ; my rug wraps me more closely , and i fall into a deep sleep .	most of you have seen me try to shoot my head off .	0
what is this ? it 's just a video confessional .	just a video confession .	1
`` just another word . ''	`` one more . ''	1
i 'm coming to get you	i 'm coming for you .	1
we got 7,000 felony indictments in the bronx every year .	every year there are 7,000 charges of heavy crimes committed in the bronx .	1
blue is so blah , and purple just pops , do n't you think ? !	tom colton .	0
riding lights flashed on the flycycles .	i know the boy .	0
he was busy finishing off pug 's dinner .	he was busy commenting on pug 's dinner .	1
would he feel insulted , what do you think ?	or do you think he would have offended ?	1
completely crazy !	complete fool !	1
they probably sell churros .	it 's probably selling mexican noodles .	1
shit , it 's the principal .	you 're perfect with debbie .	0
i wo n't get up .	i wo n't .	1
and the other day at the golf course ... my cousin entered into that , too .	why do you think i destroyed your apartment ?	0
i 've seen you scarfing down those buttered rolls .	i saw you cutting the butter rolls .	1
ooh , herman , get in here .	the misty sunshine of the late winter afternoon framed his figure by soft light .	0
by selecting the varieties to be pollinated i can create the most exotic colours .	by selecting a variety to produce pollination , i can select the potatoes of the most exotic colors .	1
the observation is correct and the result of lacking resources in a period of considerable rebuilding and refurbishing of the eea facilities .	this observation is justified and is due to the lack of resources in a period of much extensive re-construction and refurbishment of the european environment agency .	1
this period was subsequently extended until 30 june 2006 .	this period was eventually extended to 30.june 2006 .	1
a whole 20 ?	but this is crazy .	0
red here .	i ca n't form memories .	0
it 's really none of your ...	what about my sea monster ?	0
if you 'd like to give me a call and talk , here 's my number .	spotlights shone out of the driveway , and the lights of the parking lot reflected off the long black bodywork .	0
you 're so interested in the truth , ask quinn .	i thought ...	0
what could you give me that 'll make me reconsider asking my two associates here to tie you up in a bag with the nearest mountain lion ?	what can you give me to change my mind of asking my companions to tie you up with guns ?	1
`` distract me , please , '' he ordered .	`` pick up the mood , please , '' he commanded .	1
i worried you could n't leave tess alone .	what if someone comes back to check it out ?	0
`` there 's a strong probability that regan 's disorder is rooted in a guilt over -- - ''	`` it is largely likely that regan 's disorder is rooted in guilt because of ... ''	1
she came here about a year ago .	entreri did n't even blink , but his sword glowed as if echoing his pride and smoldering anger .	0
this would make it one of the most important discoveries ever .	kept , muscular , pleasantly rounded .	0
now dog .	no dog .	1
meeting the clerk 's gaze he said , `` you 're not the man i spoke to .	when his gaze met the clerk , he added : `` but it was n't you i was talking to yesterday .	1
um- there is someone that i know of who could possibly help you .	i know someone who can help .	1
and yet we were the first responders .	and yet we were the first to respond .	1
they were not badly off whilst morel was in the hospital .	they should n't have gone wrong until morel was in hospital .	1
get it .	`` it is an honor to welcome you to your humble abode . ''	0
i know that at one stage you lived with someone ...	but when one time you live with someone ...	1
strathmore frowned , chewing his lip .	if he goes to the mine , i 'll hold him .	0
we go to your buddies .	do you think he can handle it ?	0
i used to have to feed him . once a week , i 'd give him a live mouse .	risa will be there , she promised , for sure !	0
miss kantor would not look straight at stella .	naoki , what 's going on ?	0
you violated the terms of the understanding .	you sure ?	0
we 're getting out of here .	let 's get out of here .	1
the dwarf pushed himself back from the parapet .	the dwarf stepped back from the parapet .	1
are you going to say it or am i ?	are you gon na say it or do you want me to ?	1
you believe it all , don'tyou ?	nanny spat out the emotion .	0
expanding group memberships for % s .	unpacking group membership for % s .	1
bondarenko was very surprised by that .	bondarenko asked , surprised .	1
i mean , we do n't even know what we have yet .	unless she was set up .	0
opening hours	it 's a heart monitor .	0
we just wrapped up several hours of talks with a guy named borren .	we just killed a couple of hours talking to a guy named borren .	1
all we need to do now , man , is just --	now all we have to do is ...	1
`` maybe there had been some sort of revolt .	or it was some kind of mutiny .	1
i thought about devon hardy and his red sticks with the multicolored wires running in all directions .	i was thinking of devon hardy and his red patrons , of which they led all directions of multicolored wires .	1
his own private polls showed fowler ahead by fourteen points .	i 'm out there chasing maury , but i needed to see you .	0
i do , sir , i do ! officer :	i want , sir , i do !	1
the voice of a child .	are you sure we 're at the right address ?	0
you think ... you think this is post traumatic stress ?	in england .	0
raistlin had endeavored to explain to his mother where he was going , but she had been completely unable to comprehend .	mcclane !	0
it was quick and good .	he called the driver and drove .	0
( 2 ) oj l 302 , 19.10.1992 , p. 1 . regulation as last amended by the 2003 act of accession .	he 's the guy with the leg .	0
left is communist .	maybe lacey is actually talking out of the way as a result of her fear , as leverthal suggested .	0
the prisoner looked a striking forty or so years of age , and wore a torn brown silk tunic and trousers .	`` come on , corporal , there 's no need for that , '' said the sergeant , leaning more comfortably in the creaking chair .	0
i thought we could count on our love for one another .	i think the subcontracting is worth the investment and you should be able to complete the project by the last term .	0
will he be working tonight ?	you drop the keys and they 'll fly up the flagstones .	0
cop or crook , what 's the diff ?	cop or con artist , what 's the difference ?	1
come on , faster , evan , faster !	come on ! faster !	1
normally i enjoy strolling through the booths , but tonight , with markie beside me , i was too distracted to concentrate on the displays .	they 've got pre-installed lots of combinations , and their list should be here .	0
evidently , they were lying to us too .	apparently they lied to us .	1
you had nothing to do with that ugliness , you hear me ? nothing .	you ca n't take them out of this room , do n't copy , do n't take notes .	0
that 's roughly the same length of time since adams was in the corps .	that 's roughly the same length as adams left the corps .	1
the renault megane 265. this is the darling of all the car magazines .	this is the darling of all motor magazines .	1
and what would you do if you could find the resources ?	what would you do if you found the money ?	1
( snarls ) - stay in the house !	she needed reassurance that thomas would n't be upset when he starts talking about his illness again .	0
there are hardly any left .	there 's almost no one left .	1
it 's ours , sir , it 's ours !	he 's ours .	1
still a giant concrete gutter .	this is kate and terry .	0
ok , stop .	but he did n't escape .	0
i got a gift .	we work hard to make your life better .	0
`` for i am one of the last of the golden dragons , dwarf , and none of the lesser dragons have the art of sorcery .	`` because i 'm the last of the golden dragons , and none of the smaller sands can do magic .	1
although we have no confirmation , several sources are reporting that this was an act of terror targeting the memorial service for vice president walden .	there was a marginal waterfall in front of them , and he looked exactly like an illuminated white highway .	0
we 're coming , richard .	i put my story in your grazier 's hands and i wo n't be taken away from you !	0
stating the terms and conditions of a new will , to come into effect , monday morning .	it lays out the principles and conditions of a new will , entering into force on monday morning .	1
even while i waited , somehow , dear , i knew you'dfind me , andl'dfindyou	even if i waited , somehow , dear , i know , you would have found me , i would have found you .	1
you are a selfish dickhole .	all right , four .	0
i 'm going to bury something next to the palm tree a couple of feet out towards the apartment .	the competition was in full swing , and several categories were running together , and the air was filled with polished pieces of plastic spinning in all directions .	0
novotny could see that even with the oxygen mask , the logger had great difficulty breathing .	maybe rico gave us the right number .	0
heavy curtains had been left across the windows , and these were mildewed .	but who is he ?	0
there is something i would like to discuss .	to get jesus ' forgiveness .	0
you said you hated your ex-husband , but clearly you 're still very much in love with him .	you said you hated your ex-husband .	1
that 's what normal sisters do .	there it is !	0
solve them once and for all .	the solution is once and for all .	1
mostly a bear will only come out in winter if it 's hungry , and then it would n't be thinking about territorial marks .	a bear in winter mostly climbs only when he 's hungry , and then he definitely does n't think about branching out territory .	1
and i was n't such a twat .	i just do n't see any target , stuart .	0
well , before we do anything ,	the facts in the file show that the applicant had never encountered his child .	0
kissinger gave a lecture to us at georgetown…	no , that 's good .	0
i do not read the books , i write them .	hell , i do n't read books .	1
will you marry me ?	lilly , do you want to marry me ?	1
the defense calls to the oyster bar thing where they sit the adopted daughter , lindsay bluth .	the defense calls on the oyster bench , the adoptive daughter of the defendant , lindsay bluth .	1
i feel really stiff .	fabian knipper ( 1463 / 2010 ) ;	0
let us get your son somewhere safe .	wait , according to this table , i still have a little dick !	0
you come to this country , take advantage of it ... and think because we 're tolerant , we are weak and helpless .	you came here , you took advantage of the system , and you think if we 're tolerant , we 're weak and defenseless .	1
we got to keep monitoring that fan page before he has a chance to kill again .	we need to start tracking this page before the killer gets another chance to kill .	1
but he told me not to tell .	but he told me i should n't have told anyone .	1
so these organisms are somehow connected ... to the creatures from the museum , right ?	`` well , it 's a pyrite , or ... ''	0
man would be interested in our impressions .	humans will be interested in our perceptions .	1
possibly to the point of homicide .	maybe at the murder scene .	1
'this was just the beginning .	we 'll be in touch with you this week .	0
let them go outside to play .	they ate it up with the winch .	0
i have n't told you anything , right ?	i did n't tell you ?	1
i am truly fucking sick of this shit .	i 'm really sick of it .	1
be careful . forty-three per cent of marriages end in divorce .	the organisers have attempted to show the importance of scientific discoveries , methods for their achievement , and changes to their use in industry and in normal life .	0
you 're not finished with me .	he represented the kind of man whose responses are perfectly appraised only when confronted with a clearly greater force and authority .	0
put it on that rock there .	barry 's shoulders are pretty broad too .	0
a death .	like death .	1
walking shoes , size eight .	boots , eight .	1
reinforcements have arrived from the nursing home in conifer .	use this .	0
you 're cristina 's friend .	you 're her best friend .	1
no , that how we speak .	no , we talk like that .	1
i 've just said that , agnes dear .	that 's what i said , dear agnes .	1
but other than that he 's been very nice .	but besides , he was very nice .	1
she was upset . well , until she was n't , you know ?	until she was , you know ?	1
as good to me as anyone ever was .	he was as nice to me as anyone before .	1
vella , as lush as ever , wandered idly among the flowerbeds , dressed in her tight‑fitting nadrak vest and leather trousers .	blood creatinine increased , myositis	0
you 're doing all right .	i 'm about to get citizenship .	0
i mean , you know what i mean .	i mean ... you know .	1
it is tonight , is not it ?	it 's tonight , right ?	1
that 's not a sir !	he 's not a man !	1
you off , franky ?	are you coming , franky ?	1
i 'll hang up this phone . and then i 'll show these people what you do n't want them to see .	you 're done with nobley , right ?	0
no if . i am telling the truth .	i 'm telling you the truth .	1
dana , i 'm begging you .	dana , please ...	1
further changes are needed regarding the method for allocating limited interconnector capacity .	further changes are in the way of allocation of a limited interconnection capacity .	1
just need rest .	i need to rest .	1
and then he could be out of here .	this needs to change if we are to successfully address the main weaknesses .	0
say , this reminds me of that time i ate that other watch kif gave you .	she treated people .	0
fatah 's trail will be cold , but see who 's talking .	and he was going to the library , to his shelter , to learn to distance himself from humiliation and indifference. ``	0
it 's a shame you have to wait for a poor old devil to die before parting with 500 quid .	shame on the poor guy to die before you dump the $ 5 .	1
of no stink . i do n't smell anything .	except carl and her landlord did n't know he lived here .	0
it 's like getting back on your bike .	nothing will be until you pay .	0
please disperse at once	please disperse immediately .	1
just like a candle .	just like a candlestick .	1
if we send a fast owl we should make the morning edition ! '	stay away from me .	0
this is n't happening . and if it should be happening , it would be all right .	and if that is happening , then it will be fine .	1
mom , ca n't we get a horse ? .not while we 're in washington , honey . .why not , mom ?	mom , can we get a horse ?	1
do not attempt to go to central .	do n't try to go to headquarters .	1
you just gon na keep the car parked right there , huh ?	his wife pulled a molecular deadlock from her handbag .	0
the teachergate opened and major anderson came into the room .	even the work ?	0
i was three deep with fake safe houses trying to keep this place from her .	i made three fake houses to keep her elsewhere .	1
you try to be sincere -	i 'm trying to be honest ,	1
well , two more . hallelujah .	i just have to figure out a way to get into him .	0
no ? he 's my daughter 's fiancée . oh .	but the american white horse would never have gotten into switzerland with the money .	0
they think they 're protecting her by building a wall around her .	| | 2 184.3 heading 2	0
believe it or not , this was the one chore i missed in the army .	believe it or not , this is what i lacked in the army .	1
what 's this about ?	what good is this ?	1
oh , tare an'ouns , do n't leave me in the hands of this quack .	that 's what tara 's saying , but she won the maiden category .	0
the black boats of the canals were gondolas .	the staff do n't love me .	0
`` that 's interesting . what does that mean to you ? anger is a blocked wish . ''	`` that 's interesting , anger is a suppressed wish . ''	1
i mean , think about it .	paul and maryanne found a house close to them ... ... which they like to finish before the one in bedford hills .	0
we 're looking for a backer .	maybe next time you 'll listen to me ! ``	0
'good day , kruppe . '	'hello , kruppe .	1
wait . i ... oh ! well , it flew at my head .	wait , it 's all over my head .	1
the d.a . has to prove that stanton infeld killed gibson hawke . i 'll save her some time .	very good .	0
let them get closer .	let them swim closer .	1
it could be secured from the outside with three great metal bolts .	we 're searching the building for radiation .	0
masha , does it ever get good ?	masa , will it ever be any good ?	1
what 's happening to me ? ''	what will happen to me ? ``	1
is that so unusual ?	this can best be ensured by removing the dumped behaviour in order to further exist in the community industry .	0
i took it with me out of memnoch 's hell , when all his imps tried to take it from me . ''	i took it from memnoch 's hell , even though all his orcs were trying to take him away. ``	1
`what is it you wish me to do ? '	you ca n't do the job all the time .	0
you like l.a. , father ?	we 're safe here .	0
'it speaks well , ' ghnomb , god of eat , said .	`` sounds good , '' said ghnomb , the god of the food .	1
she was wearing the snub-nosed revolver under her blazer in a pancake holster snug against her ribs , with a speed­loader straddling her belt on the other side .	the only thing i knew , and i know now , is that i get you .	0
i 've heard some funny rumours , but no one 's ever complained .	he saved for something , something to do with this .	0
she was there , then , hm ?	you counted eight more people , so it 's like 12 million in the safe .	0
he could not understand the absence of whispering winds .	they knew the tyranny of the tyrant and examined them .	0
yes , it is .	oh , yeah .	1
do something , somebody !	do something !	1
i was ... directed ...	there 's a certain suspicion that you 've somehow become involved with zoblo .	0
you call off calletti .	ah .	0
nothing . - just discussing the lady 's dress .	we just commented on the lady 's dress .	1
if she can deliver him to the brink of death , i 'll finish the job .	postmort can be streamlined to feature a video recorder .	0
i 'm much obliged , miss mills .	i 'm very honored , miss mills .	1
on the bus i felt so ashamed and shitty .	it 's the best i 've ever had , including phil huntley .	0
here 's something we have n't seen before : a mound of dirt , a foot and a half in diameter .	i do n't contaminate my life .	0
you hear that ? anybody bothers her , he 'll knock their teeth out . then he can put them back in , too .	i saw you in hale.but you were busy .	0
ellie , they were smart .	i do n't know if i 've told you about this .	0
look , it 's three pieces ; it matches , okay ?	put it down , you in the front !	0
she 's using you to make me work harder . really ?	she 's using you to work harder .	1
sophie sliding down that pole .	this combination of higher clean supply and lower demand largely affects the proper functioning of the european carbon market in the transition to phase 3 .	0
uh-huh . - how quick do you learn ?	how fast do you learn ?	1
which is exactly why i brought this up .	that 's exactly why i came out with it .	1
and since we 're friends , we probably should n't waste each other 's time .	and since we 're your friends , we should n't be wasting our time .	1
tabori and takagishi were involved in their usual postprandial chess match .	i think he 's doing well , but i think you should ask boss here .	0
it 's all cool .	he looks like a samurai family .	0
invalid module type for % 1 .	last week they arrested everyone .	0
heidi turner is going to have a slumber party on thursday night .	heidi turner is hosting a bed party on thursday .	1
( b ) for sweet peppers sized by weight :	a major historic event : prague has played an important role in the history of the nation , country and europe .	0
not even i can get to the upper reaches .	you do it for me , you do n't need to know .	0
i wanted to prove myself .	i wanted to prove something .	1
now he 'll ruin you .	he will destroy you .	1
just to support these efforts .	who would support those efforts .	1
maybe i do n't wan na be an actress any more .	i do n't even want to be an actress .	1
'true , ' said serbitar .	i got a tattoo in 20 years , but that 's ...	0
it 's a top-secret government facility .	it 's a highly classified government device .	1
is he all right ?	now you talk sense .	0
support will also be given to clean coal technologies as technologies complementary to ccs .	net burning of coal as a technology complementary ccs will also be supported .	1
in a weird wash of homesickness , he longed to look her up and compare notes .	his lips caressed over my skin .	0
a twinning project begun in 2009 contributed to the successful adoption in 2010 of a new law on criminal procedure .	tanda and aahz laughed , as if i 'd told my biggest joke .	0
we'il wait behind the factory .	we 'll wait for the factory .	1
rabbi feldman 's doing it for me on shabbat and he 's flying against the talmud there .	`` let 's see - ''	0
mitch was in no condition to be rational .	63 -- - do n't blow it , larry .	0
they 're all skinners .	we must have forgotten something small .	0
they totally ate it up .	when someone dies , people in that house should be covered in mirrors so that the soul ca n't be trapped .	0
we should start our own holiday .	what have you done ?	0
'i wo n't ever forget , ' she said .	`` i 'll never forget that , '' she said .	1
what is it about this girl ?	i do n't have an opinion , sir .	0
on our honeymoon .	in paris , our honeymoon .	1
deck 3 , section 1 5 .	and stop with the coffee .	0
' % s ' does not take a value	`` but you asked ! ''	0
relax , elmont .	take it easy , elmont .	1
you okay , master gunny ?	you all right , sergeant ?	1
i was 16 , and it was in a baseball dugout ...	what 's going on ?	0
look , can you give her job back ?	( 3 ) oj l 131 , 5.5.1998 , p .	0
what a thoroughly unmarvelous marriage this will be .	what a perfectly normal marriage .	1
[ 13 ] sec ( 2007 ) 241	did i accidentally drop a condom on your futon ?	0
another thing .	and one more thing .	1
there are gays all over here .	there 's fags everywhere .	1
i know it 's live . i look like an idiot ?	it would be like ... forgetting the present .	0
gemma : she 's the one who told me her baby was choking .	`` yes . ''	0
according to my scans , he came through the portal some time between the second and the third pilgrimages .	according to my surveys , he went through a portal sometime between the second and third innings .	1
we will not rest until the dealers ... ... and the police who providethem comfort are brought to justice .	we wo n't rest until all the dealers ... ... and the policemen that provide them comfortable will not be brought to justice .	1
and by coincidence , both you and mrs. crater requested salt tablets .	i have to get jenna .	0
so they elevated it .	and so they raised it .	1
these are underprivileged kids who 've managed to refocus their anger ... ... into something constructive .	then millions of years of evolution .	0
only an overgrown mophead like you would be stupid enough ...	well , call .	0
τo the late-night double feature picture show	on a late-night double slice of a film show from the rko ,	1
not only do you tell everybody , hey , but now i 'm gon na tell it in front of capri and on camera .	wherever the surveillance train was anywhere ( possibly murdered ) , he had no way to get through to his help .	0
please just - just leave me .	please just go .	1
nothing can save you from that .	to configure the driver , the kernel module , or kernel module , select the `` conﬁgable driver '' menu .	0
why you looking for verona ' anyway ?	why do you want to find verona ?	1
call me . amy :	call me .	1
the sachet foil is comprised of a lamination of nylon , aluminium foil and a heat seal layer of a copolymer of polyethylene and polymethacrylic acid .	the data , together with the relevant listing , shall be sent to the supervisory authorities of the countries in which lloyd 's association is established .	0
we 'll make a night of it .	tonight is going to be a good night .	1
nothing , dear !	i 'm sorry i 'm not paying white accounts .	0
you can not know how much .	you do n't even know how .	1
thus housing may be a factor behind the rigidity of local labour markets and reduced labour mobility .	it 's over , is n't it ?	0
my present ?	and a present ?	1
dear hood , come find me .	master hood , come and get me .	1
you know what his problem is ? he was jealous because he ca n't afford a place of his own . ah .	his problem is that he 's jealous that he ca n't afford his own cottage .	1
to the king 's house at jericho .	to the royal house in jericho .	1
i do n't want you to .	i never thought of that .	0
do you have coffee ?	do you have an espresso too ?	1
first , i would like to thank my producer edie athens .	first of all , i want to thank my producer edie athens , as well as hy gordon 's and lina lasalle 's .	1
is that that sniper again ?	sniper shot again ?	1
i left my purse atthe bronze .	i left my bag in the bronx .	1
what sort of man was sean ?	well , i tried .	0
so , in a sense i saved her ...	so i saved her .	1
what could be so great about gagging on some douchebag 's tongue ?	what i have seen would feed more of the legions that rome has ever had .	0
meier .	meier ...	1
police had recovered the jewels from the earlier burglaries , which led to the capture and arrest of the prime suspect , c. w. briggs .	police found jewellery from previous robberies that led to arrest and imprisonment , chief suspect c.w . briggs .	1
not too many helicopter landing spots in the city .	i know i still have the spell with me !	0
the angle on this footage is by its mouth .	the angle on this shot is at his mouth .	1
i 'm not sure he can .	he continued to sit comfortably for less than a half-foot from where he was when kev went to the bunker for the first time .	0
this one here	here 's this	1
but how was he to understand them ?	and there were lots of them !	0
so i had you “ tracked down , ” as you put it in your letter .	that 's why i tracked you down , as you called it in your letter .	1
a man who gave you a home ?	the man who gave you the home ? the man who baptised you .	1
good . any difficulty ?	any trouble ?	1
`` humiliate them enough . '' said petra , `` and you 've merely set the stage for the next war . ''	can i take bellicek ?	0
